Entry,Drying,Purpose,Shape,First materials,Second materials,Modification,First material class,Second materials class,Modification class,Gelation class,Solvent class,Process,Gelation mechanism,Final solvent,Drying details,Post drying treatment,Post-drying cross-linking,Envelope density g/cm3,Porosity,BET surface area m2/g,BJH pore size nm,BJH pore volume (total) cm3/g,compression elastic modulus MPa,SEM,Thermal conductivity W/(m K),Thermal method,Thermal method detail,,
10699,FD,PCM support,Monolith,Cellulose nanofibers,,PEG loading,K,,Lo,pc,wa,Cellulose nanofiber suspension + Al(NO3)3 solution (frozen),Physical (Mn+),Water,FD,Post-PEG loading,,0.0227,,617,,0.551,,Macroporous (flakes),,,,,
10700,FD,PCM support,Monolith,Cellulose nanofibers,,PEG loading,K,,Lo,pc,wa,Cellulose nanofiber suspension + melamin (4:1) + Al(NO3)3 solution (frozen),Physical (Mn+),Water,FD,Post-PEG loading,,0.0221,,598,,0.547,,Macroporous (flakes),,,,,
10701,FD,PCM support,Monolith,Cellulose nanofibers,,PEG loading,K,,Lo,pc,wa,Cellulose nanofiber suspension + melamin (2:1) + Al(NO3)3 solution (frozen),Physical (Mn+),Water,FD,Post-PEG loading,,0.0217,,588,,0.541,,Macroporous (flakes),,,,,
10702,FD,PCM support,Monolith,Cellulose nanofibers,,PEG loading,K,,Lo,pc,wa,Cellulose nanofiber suspension + melamin (4:3) + Al(NO3)3 solution (frozen),Physical (Mn+),Water,FD,Post-PEG loading,,0.0217,,596,,0.54,,Macroporous (flakes),,,,,
10703,FD,PCM support,Monolith,Cellulose nanofibers,,PEG loading,K,,Lo,pc,wa,Cellulose nanofiber suspension + melamin (1:1) + Al(NO3)3 solution (frozen),Physical (Mn+),Water,FD,Post-PEG loading,,0.0211,,562,,0.535,,Macroporous (flakes),,,,,
10704,SCD,PCM support,Fibers,Kevlar,,Parrafin oil loading,K,,Lo,pp,al,Kevlar nanofiber (2.5%) suspension (supn) + ethanol-n-bromobutane,Physical?,Ethanol,SCD,Post-PCM loading,,,90%,,,,,Macroporous (fibrous),,,,,
10705,SCD,PCM support,Fibers,Kevlar,,Parrafin oil loading,K,,Lo,pp,al,Kevlar nanofiber (8%) suspension (supn) + ethanol-n-bromobutane,Physical?,Ethanol,SCD,Post-PCM loading,,,80%,,,,,Macroporous (fibrous),,,,,
10706,SCD,PCM support,Fibers,Kevlar,,Parrafin oil loading,K,,Lo,pp,al,Kevlar nanofiber (10%) suspension (supn) + ethanol-n-bromobutane,Physical?,Ethanol,SCD,Post-PCM loading,,,75%,,,,,Macroporous (fibrous),,,,,
10707,FD,Steam generation,Monolith,Cellulose nanofibers,,"1,2-Bis-(trimethoxysilyl)ethane modofication",K,,Si,ng,wa,"Cellulose nanofiber suspension + 1,2-bis-(trimethoxysilyl)ethane (frozen)",No gelation,Water,FD,,,0.0169,98.49%,,,,,Macroporous (cellular),,,,,
10708,FD,Adsorbent,Beads,Alginate,,Citrate modification,A,,Al,pc,wa,Alginate solution in 2-morpholineethanesulfonic acid buffer + EDC-NHS + ethylenediamine + Na citrate + CaCle solution (frozen),Physical (Mn+),Water,FD,,,,,,,,,Macroporous?,,,,,
10709,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G7, 0.2 mg/mL)-GO suspension (hydrothermal at 110 °C, frozen at -5 °C)",Physical (aggregation),Water,FD,,,0.0042,,68,,0.08,,Macroporous (flakes),,,,,
10710,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G7, 0.2 mg/mL)-GO suspension (hydrothermal at 140 °C, frozen at -5 °C)",Physical (aggregation),Water,FD,,,0.0034,,109,,0.11,,Macroporous (flakes),,,,,
10711,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G7, 0.1 mg/mL)-GO suspension (hydrothermal at 140 °C, frozen at -20 °C)",Physical (aggregation),Water,FD,,,0.0038,,87,,0.09,,Macroporous (flakes),,,,,
10712,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G7, 0.2 mg/mL)-GO suspension (hydrothermal at 140 °C, frozen at -196 °C)",Physical (aggregation),Water,FD,,,0.0031,,50,,0.08,,Macroporous (flakes),,,,,
10713,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G7, 0.1 mg/mL)-GO suspension (hydrothermal at 140 °C, frozen at -196 °C)",Physical (aggregation),Water,FD,,,0.0028,,108,,0.14,,Macroporous (flakes),,,,,
10714,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G3, 0.6 mg/mL)-GO suspension (hydrothermal at 140 °C, frozen at -196 °C)",Physical (aggregation),Water,FD,,,,,82,,0.11,,Macroporous (flakes),,,,,
10715,FD,Adsorbent (gas),Monolith,Polyamidoamine,GO,,E,N,,pp,wa,"Polyamidoamine dendrimer (G3, 0.2 mg/mL)-GO suspension (hydrothermal at 140 °C, frozen at -196 °C)",Physical (aggregation),Water,FD,,,0.003,,111,,0.15,,Macroporous (flakes),,,,,
10716,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-0, 2%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,94.74%,83,,,,Macroporous (fibrous),,,,,
10717,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-1, 2%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,95.68%,130,,,,Macroporous (fibrous),,,,,
10718,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-2, 2%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,95.33%,159,,,,Macroporous (fibrous),,,,,
10719,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-3, 2%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,95.80%,162,,,,Macroporous (fibrous),,,,,
10720,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-4, 1%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,97.50%,111,,,,Macroporous (fibrous),,,,,
10721,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-4, 2%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,96.08%,179,,,,Macroporous (fibrous),,,,,
10722,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-4, 3%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,94.18%,197,,,,Macroporous (fibrous),,,,,
10723,FD,Adsorbent,Monolith,Lignocellulose,,,B,,,ng,wa,"Lignocellulose (LC-4, 4%) suspension + ethylenediamine (frozen)",No gelation,Water,FD,,,,91.86%,199,,,,Macroporous (fibrous),,,,,
10724,FD,Thermoelectric devices,Monolith,GO,Epoxy,,N,F,,pp,wa,"GO suspension (hydrothermal, frozen)",Physical (aggregation),Water,FD,Post-compositing with epoxy resin,,,,,,,,Macroporous (cellular),,,,,
10725,FD,Steam generation,Monolith,Polyacrylamide,,,R,,,cp,wa,"Acrylamide solution + N,N’-methylenebisacrylamide + ammonium persulfate + tetramethylethylenediamine (frozen)",Chemical (polymerization),Water,FD,,,,,,,,,Macroporous (cellular),,,,,
10726,FD,Steam generation,Monolith,Polyacrylamide,CNT,,R,N,,cp,wa,"Acrylamide solution + N,N’-methylenebisacrylamide + ammonium persulfate + tetramethylethylenediamine + MWCNT suspension (frozen)",Chemical (polymerization),Water,FD,,,,,,,,,Macroporous (cellular),,,,,
10727,FD,Adsorbent,Monolith,Cellulose nanofibers,Alginate,,K,A,,ng,wa,Cellulose nanofiber suspension + alginate (3:1) (frozen),No gelation,Water,FD,"Post-immersion into CaCl2 solution, FD",Physical (Mn+),0.015,99%,,,,,Macroporous (fibrous and flakes),,,,,
10728,FD,Adsorbent,Monolith,Cellulose nanofibers,Alginate,,K,A,,ng,wa,Cellulose nanofiber suspension + alginate (2:1) (frozen),No gelation,Water,FD,"Post-immersion into CaCl2 solution, FD",Physical (Mn+),0.017,99%,,,,,Macroporous (fibrous and flakes),,,,,
10729,FD,Adsorbent,Monolith,Cellulose nanofibers,Alginate,,K,A,,ng,wa,Cellulose nanofiber suspension + alginate (1:1) (frozen),No gelation,Water,FD,"Post-immersion into CaCl2 solution, FD",Physical (Mn+),0.022,99%,,,,,Macroporous (fibrous and flakes),,,,,
10730,FD,Adsorbent,Monolith,Cellulose nanofibers,Alginate,,K,A,,ng,wa,Cellulose nanofiber suspension + alginate (1:2) (frozen),No gelation,Water,FD,"Post-immersion into CaCl2 solution, FD",Physical (Mn+),0.037,98%,,,,,Macroporous (fibrous and flakes),,,,,
10731,FD,Adsorbent,Monolith,Cellulose nanofibers,Alginate,,K,A,,ng,wa,Cellulose nanofiber suspension + alginate (1:3) (frozen),No gelation,Water,FD,"Post-immersion into CaCl2 solution, FD",Physical (Mn+),0.043,97%,,,,,Macroporous (fibrous and flakes),,,,,
10732,FD,Adsorbent,Monolith,Cellulose nanofibers,,,K,,,ng,wa,Cellulose nanofiber suspension (frozen),No gelation,Water,FD,,,0.0069,99.53%,44,,,,Macroporous (flakes),,,,,
10733,FD,Adsorbent,Monolith,Cellulose nanofibers,,3-Aminopropyltrimethoxysilane modification,K,,Si,ng,wa,Cellulose nanofiber suspension + 3-aminopropyltrimethoxysilane (1:0.2) (frozen),No gelation,Water,FD,,,0.0075,99.46%,69,,,,Macroporous (flakes),,,,,
10734,FD,Adsorbent,Monolith,Cellulose nanofibers,,3-Aminopropyltrimethoxysilane modification,K,,Si,ng,wa,Cellulose nanofiber suspension + 3-aminopropyltrimethoxysilane (1:0.5) (frozen),No gelation,Water,FD,,,0.0112,99.14%,129,,,,Macroporous (flakes),,,,,
10735,FD,Adsorbent,Monolith,Cellulose nanofibers,,3-Aminopropyltrimethoxysilane modification,K,,Si,ng,wa,Cellulose nanofiber suspension + 3-aminopropyltrimethoxysilane (1:0.8) (frozen),No gelation,Water,FD,,,0.0124,99.01%,144,,,,Macroporous (flakes),,,,,
10736,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (3 wt%) suspension (frozen),No gelation,Water,FD,,,0.0925,93.83%,,,,,Macroporous (flakes),,,,,
10737,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (3 wt%) suspension + alkyl ketene dimer (5 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0439,96.85%,,,,,Macroporous (flakes),,,,,
10738,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (3 wt%) suspension + alkyl ketene dimer (10 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0465,96.44%,,,,,Macroporous (flakes),,,,,
10739,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (3 wt%) suspension + alkyl ketene dimer (20 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0474,95.90%,,,,,Macroporous (flakes),,,,,
10740,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (3 wt%) suspension + alkyl ketene dimer (50 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0496,92.72%,,,,,Macroporous (flakes),,,,,
10741,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (1 wt%) suspension + alkyl ketene dimer (10 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0396,96.81%,,,,,Macroporous (flakes),,,,,
10742,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (2 wt%) suspension + alkyl ketene dimer (10 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0416,96.37%,,,,,Macroporous (flakes),,,,,
10743,FD,Separation,Monolith,Lignocellulose,,,B,,,ng,wa,Bagasse (4 wt%) suspension + alkyl ketene dimer (10 wt%) emulsion (frozen),No gelation,Water,FD,,,0.0579,95.56%,,,,,Macroporous (flakes),,,,,
10744,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (1 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.142,87.86%,290,,6.18,,Mesoporous (nanoparticulate),,,,,
10745,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (2 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.141,87.99%,294,,6.25,,Mesoporous (nanoparticulate),,,,,
10746,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (3 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.165,85.89%,288,,5.19,,Mesoporous (nanoparticulate),,,,,
10747,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (4 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.154,86.84%,242,,5.63,,Mesoporous (nanoparticulate),,,,,
10748,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (6 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.141,87.97%,274,,6.24,,Mesoporous (nanoparticulate),,,,,
10749,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (8 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.131,88.84%,197,,6.79,,Mesoporous (nanoparticulate),,,,,
10750,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (10 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.114,90.23%,224,,7.88,,Mesoporous (nanoparticulate),,,,,
10751,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (15 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.101,91.38%,145,,9.04,,Mesoporous (nanoparticulate),,,,,
10752,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (18 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.102,91.31%,50,,8.97,,Mesoporous (nanoparticulate),,,,,
10753,SCD,Not specific,Monolith,Poly(isocyanurate-urethane),,,H,,,cp,ow,IsoPMDI? 92140 in acetonitrile-THF + pentaerythritol in DMSO + KOSMOS? 75 (20 wt%) in THF,Chemical (polymerization),Acetone,SCD,,,0.102,91.27%,65,,8.92,,Mesoporous (nanoparticulate),,,,,
10754,SCD,Not specific,Monolith,Alginate,,,A,,,"pc, pp",al,Alginate solution + CaCO3 solution + glucono-d-lacton,"Physical (Mn+, pH)",Ethanol,SCD,Post-cold plasma coating,,0.0961,95.00%,301,,,,Mesoporous (nanoparticulate),,,,,
10755,SCD,Not specific,Monolith,Cellulose,,,B,,,pp,al,Cellulose-NaOH solution (cooling),Physical (temperature),Ethanol,SCD,Post-cold plasma coating,,0.1754,89.00%,289,,,,Mesoporous (nanoparticulate),,,,,
10756,SCD,Not specific,Monolith,Protein (whey),,,C,,,pp,al,Whey protein solution (cooling),Physical (temperature),Ethanol,SCD,Post-cold plasma coating,,0.2865,78.70%,200,,,,Mesoporous (nanoparticulate),,,,,
10757,SCD,Not specific,Monolith,Protein (potato),,,C,,,pp,al,Potato protein solution (cooling),Physical (temperature),Ethanol,SCD,Post-cold plasma coating,,0.4956,63.50%,201,,,,Mesoporous (nanoparticulate),,,,,
10758,FD,Separation,Monolith,Cellulose,PVA,,B,E,,ng,wa,Cellulose suspension + PVA solution (frozen),No gelation,Water,FD,,,,,63,,,,Macroporous (flakes),,,,,
10759,FD,Separation,Monolith,Cellulose,PVA,"PDMS modification, carbonized",B,E,"Ca, Si",ng,wa,Cellulose suspension + PVA solution (frozen),No gelation,Water,FD,"Post-compositing with PDMS, calcination at 700 °C",,,,33,,,,Macroporous (flakes),,,,,
10760,FD,Thermal insulation,Monolith,Alginate,,,A,,,pc,wa,Alginate solution (frozen),Physical (electrostatic),Water,FD,,,0.052,,,,,4.3,Macroporous (flakes),,,,,
10761,FD,Thermal insulation,Monolith,Alginate,,,A,,,pc,wa,Alginate solution + phytic acid (0.5) (frozen),Physical (electrostatic),Water,FD,,,0.052,,,,,11,Macroporous (flakes),,,,,
10762,FD,Thermal insulation,Monolith,Alginate,,,A,,,pc,wa,Alginate solution + phytic acid (1) (frozen),Physical (electrostatic),Water,FD,,,0.057,,,,,25.1,Macroporous (flakes),,,,,
10763,FD,Thermal insulation,Monolith,Alginate,,,A,,,pc,wa,Alginate solution + phytic acid (2) (frozen),Physical (electrostatic),Water,FD,,,0.065,,,,,5.4,Macroporous (flakes),,,,,
10764,SCD,Adsorbent,Monolith,Cellulose,,,B,,,pp,al,Cotton cellulose (1 g)-LiOH-urea solution + methanol (frozen),Physical (antisolvent),Ethanol,SCD,,,,,155,16.28,0.72,,Macroporous (fibrous),,,,,
10765,SCD,Adsorbent,Monolith,Cellulose,,,B,,,pp,al,Cotton cellulose (1.5 g)-LiOH-urea solution + methanol (frozen),Physical (antisolvent),Ethanol,SCD,,,,,122,32.56,1.26,,Macroporous (fibrous),,,,,
10766,SCD,Adsorbent,Monolith,Cellulose,,,B,,,pp,al,Cotton cellulose (2 g)-LiOH-urea solution + methanol (frozen),Physical (antisolvent),Ethanol,SCD,,,,,214,16.71,0.77,,Macroporous (fibrous),,,,,
10767,SCD,Adsorbent,Monolith,Cellulose,,MTMS treatment,B,,Si,pp,al,Cotton cellulose (1 g)-LiOH-urea solution + methanol (frozen),Physical (antisolvent),Ethanol,SCD,Post-MTMS treatment,,,,184,12.5,0.51,,Macroporous (fibrous),,,,,
10768,SCD,Adsorbent,Monolith,Cellulose,,MTMS treatment,B,,Si,pp,al,Cotton cellulose (1.5 g)-LiOH-urea solution + methanol (frozen),Physical (antisolvent),Ethanol,SCD,Post-MTMS treatment,,,,181,14.01,0.58,,Macroporous (fibrous),,,,,
10769,SCD,Adsorbent,Monolith,Cellulose,,MTMS treatment,B,,Si,pp,al,Cotton cellulose (2 g)-LiOH-urea solution + methanol (frozen),Physical (antisolvent),Ethanol,SCD,Post-MTMS treatment,,,,140,15.83,0.55,,Macroporous (fibrous),,,,,
10770,SCD,Not specific,Monolith,PLA,,,F,,,pp,al,PDLLA (Xc 10%) solution (DMSO-ethanol) (cooling),Physical (temperature),Ethanol,SCD,,,,,10,,,,Macroporous (flakes),,,,,
10771,SCD,Not specific,Monolith,PLA,,,F,,,pp,al,PDLLA (Xc 40%) solution (DMSO-ethanol) (cooling),Physical (temperature),Ethanol,SCD,,,,,50,,,,Macroporous (flakes),,,,,
10772,SCD,Not specific,Monolith,PLA,,,F,,,pp,al,PDLLA (Xc 60%) solution (DMSO-ethanol) (cooling),Physical (temperature),Ethanol,SCD,,,,,80,,,,Macroporous (flakes),,,,,
10773,FD,Separation,Monolith,Carboxymethyl chitosan,,CCl4-plasma treatment,A,,Ot,cc,wa,Carboxymethyl chitosan (2.0 wt%) solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,Post-CCl4-HD-1A plasma treatment,,0.026,95%,,,,,Macroporous (flakes),,,,,
10774,FD,Separation,Monolith,Carboxymethyl chitosan,,CCl4-plasma treatment,A,,Ot,cc,wa,Carboxymethyl chitosan (2.5 wt%) solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,Post-CCl4-HD-1A plasma treatment,,0.032,94%,,,,,Macroporous (flakes),,,,,
10775,FD,Separation,Monolith,Carboxymethyl chitosan,,CCl4-plasma treatment,A,,Ot,cc,wa,Carboxymethyl chitosan (3.0 wt%) solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,Post-CCl4-HD-1A plasma treatment,,0.038,93%,,,,,Macroporous (flakes),,,,,
10776,FD,Separation,Monolith,Carboxymethyl chitosan,,CCl4-plasma treatment,A,,Ot,cc,wa,Carboxymethyl chitosan (3.5 wt%) solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,Post-CCl4-HD-1A plasma treatment,,0.045,91%,,,,,Macroporous (flakes),,,,,
10777,FD,Separation,Monolith,Carboxymethyl chitosan,,CCl4-plasma treatment,A,,Ot,cc,wa,Carboxymethyl chitosan (4.0 wt%) solution + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,Post-CCl4-HD-1A plasma treatment,,0.05,90%,,,,,Macroporous (flakes),,,,,
10778,FD,Adsorbent,Beads,Chitosan,,,A,,,pp,wa,Chitosan solution + NaOH-ethanol solution (frozen),"Physical (antisolvent, pH)",Water,FD,,,,,,,,,Macroporous (flakes),,,,,
10779,FD,Adsorbent,Beads,Chitosan,Biochar,,A,N,,pp,wa,Chitosan solution + biochar (5 wt%) from corncob + epichlorohydrin + NaOH-ethanol solution (frozen),"Physical (antisolvent, pH)",Water,FD,,,,,,,,,Macroporous (flakes),,,,,
10780,FD,Adsorbent,Beads,Chitosan,Biochar,,A,N,,pp,wa,Chitosan solution + biochar (10 wt%) from corncob + epichlorohydrin + NaOH-ethanol solution (frozen),"Physical (antisolvent, pH)",Water,FD,,,,,1,,,,Macroporous (flakes),,,,,
10781,FD,Adsorbent,Beads,Chitosan,Biochar,,A,N,,pp,wa,Chitosan solution + biochar (15 wt%) from corncob + epichlorohydrin + NaOH-ethanol solution (frozen),"Physical (antisolvent, pH)",Water,FD,,,,,,,,,Macroporous (flakes),,,,,
10782,FD,Steam generation,Monolith,Cellulose nanofibers,"CNT, polyethyleneimine ",,K,"N, E",,pp,wa,Cellulose-NaOH-urea solution + polyethyleneimine + carboxylated CNT (frozen),Physical?,Water,FD,,,,,,,,,Macroporous (flakes),,,,,
10783,FD,Steam generation,Monolith,Wood,,,L,,,ng,wa,Delignified wood (frozen),No gelation,Water,FD,,,0.0304,,,,,,Macroporous (cellular),0.0494,Transient,Hot wire,,
10784,FD,Steam generation,Monolith,Wood,,Carbonized,L,,Ca,ng,wa,Delignified wood (frozen),No gelation,Water,FD,Post-surface carbonization,,,,,,,,Macroporous (cellular),,,,,
10785,SCD,Adsorbent,Monolith,Chitosan,,,A,,,cc,al,"Chitosan solution + p-phthalaldehyde-3,5-diaminobenzoic acid oligomers (1:1.2)",Chemical (aldehyde),Ethanol,SCD,,,,,606,,5.879,,Mesoporous (nanoparticulate),,,,,
10786,SCD,Adsorbent,Monolith,Chitosan,,,A,,,cc,al,"Chitosan solution + p-phthalaldehyde-3,5-diaminobenzoic acid oligomers (1:1)",Chemical (aldehyde),Ethanol,SCD,,,,,482,,6.745,,Mesoporous (nanoparticulate),,,,,
10787,SCD,Adsorbent,Monolith,Chitosan,,,A,,,cc,al,"Chitosan solution + p-phthalaldehyde-3,5-diaminobenzoic acid oligomers (1:0.8)",Chemical (aldehyde),Ethanol,SCD,,,,,725,,5.119,,Mesoporous (nanoparticulate),,,,,
10788,SCD,Not specific,Monolith,Chitosan,,,A,,,pp,al,Chitosan solution + AlCl3 solution + urea solution (8.3 g/L),Physical (pH),Ethanol,SCD,,,0.296,,119,,,,Mesoporous (nanoparticulate),,,,,
10789,SCD,Not specific,Monolith,Chitosan,,,A,,,pp,al,Chitosan solution + AlCl3 solution + urea solution (25 g/L),Physical (pH),Ethanol,SCD,,,0.248,,207,,,,Mesoporous (nanoparticulate),,,,,
10790,SCD,Not specific,Monolith,Chitosan,,,A,,,pp,al,Chitosan solution + AlCl3 solution + urea solution (33.3 g/L),Physical (pH),Ethanol,SCD,,,0.208,,189,,,,Mesoporous (nanoparticulate),,,,,
10791,SCD,Not specific,Monolith,Chitosan,,,A,,,pp,al,Chitosan solution + AlCl3 solution + urea solution (50 g/L),Physical (pH),Ethanol,SCD,,,0.117,,233,,,,Mesoporous (nanoparticulate),,,,,
10792,SCD,Not specific,Monolith,Chitosan,,,A,,,pp,al,Chitosan solution + AlCl3 solution + urea solution (66.7 g/L),Physical (pH),Ethanol,SCD,,,0.087,,239,,,,Mesoporous (nanoparticulate),,,,,
10793,SCD,Not specific,Monolith,Chitosan,,,A,,,pp,al,Chitosan solution + AlCl3 solution + urea solution (83.3 g/L),Physical (pH),Ethanol,SCD,,,0.068,,241,,,,Mesoporous (nanoparticulate),,,,,
10794,APD,Thermal insulation,Monolith,Polyvinyl chloride,,,M,,,pp,uk,Polyvinyl chloride in DMF + water vapor,Physical (antisolvent),Unknown,APD,,,,,,,,,,0.0323,Unknown,Unknown,,
10795,FD,Adsorbent,Monolith,Chitosan,GO,,A,N,,cc,wa,Quaternary chitosan-chitosan solutoin + GO suspension + glutaraldehyde solution (frozen),Chemical (aldehyde),Water,FD,,,,,,,,,Macroporous (cellular),,,,,
10796,FD,Adsorbent,Monolith,Chitosan,GO,,A,N,,ng,wa,Chitosan solutoin + GO suspension + ammonium persulfate (frozen),No gelation,Water,FD,,,,75%,,,,,Macroporous (flakes),,,,,
